Gene ID	System Code	Sample 001	Sample 002	Sample 003	Sample 004	Sample 005	Sample 006	Sample 007	Sample 008	Sample 009	Sample 010	Sample 011	Sample 012	Sample 013	Sample 014	Sample 015	Sample 016	Sample 017	Sample 018	Sample 019	Sample 020	Sample 021	Sample 022	Sample 023	Sample 024	Sample 025	Sample 026	Sample 027	Sample 028	Sample 029	Sample 030	Sample 031	Sample 032	Sample 033	Sample 034	Sample 035	Sample 036	Sample 037	Sample 038	Sample 039	Sample 040	Sample 041	Sample 042	Sample 043	Sample 044	Sample 045	Sample 046	Sample 047	Sample 048	Sample 049	Sample 050	Sample 051	Sample 052	Sample 053	Sample 054	Sample 055	Sample 056	Sample 057	Sample 058	Sample 059	Sample 060	Sample 061	Sample 062	Sample 063	Sample 064	Sample 065	Sample 066	Sample 067	Sample 068	Sample 069	Sample 070	Sample 071	Sample 072	Sample 073	Sample 074	Sample 075	Sample 076	Sample 077	Sample 078	Sample 079	Sample 080	Sample 081	Sample 082	Sample 083	Sample 084	Sample 085	Sample 086	Sample 087	Sample 088	Sample 089	Sample 090	Sample 091	Sample 092	Sample 093	Sample 094	Sample 095	Sample 096
8772	L	0.889187016	0.619886068	0.552734809	0.630214989	0.239020353	0.811936431	0.68990944	0.650389836	0.293904802	0.834953933	0.683395136	0.482381842	0.81267397	0.858629605	0.866474626	0.733291431	0.84691192	0.741231604	0.593476215	0.290437038	0.833629886	0.674230965	0.760865788	0.514260212	0.214672939	0.218104403	0.574993053	0.123446051	0.653590482	0.658837416	0.40631784	0.332878016	0.007649074	0.782030595	0.498276215	0.064788407	0.354225991	0.647300977	0.335142651	0.462694615	0.797093103	0.963912612	0.168185784	0.673043158	0.298387304	0.505863666	0.07873888	0.928099726	0.645424781	0.84639386	0.503883013	0.391537782	0.120067224	0.062102509	0.318587799	0.231962861	0.82150704	0.898137683	0.422939294	0.887609369	0.91199229	0.753762414	0.994454988	0.899377164	0.992127894	0.605516831	0.118968963	0.654200961	0.902397197	0.749586709	0.77013932	0.314485166	0.131667158	0.567754846	0.410381471	0.390408212	0.403337652	0.941166074	0.156270221	0.83188524	0.182834799	0.534260412	0.310184598	0.481732905	0.356203076	0.531325209	0.290939823	0.17432844	0.564093575	0.983540654	0.272148683	0.778134693	0.334035924	0.922525477	0.793779778	0.654880608
8737	L	0.759869449	0.622217322	0.067957529	0.171658347	0.086341547	0.57742338	0.151651166	0.025042289	0.466328654	0.566057937	0.439400746	0.749030452	0.664345556	0.528505551	0.954721228	0.949266204	0.180301185	0.61439456	0.036697186	0.697670845	0.541745886	0.33034624	0.576837289	0.683063386	0.392676075	0.142264673	0.058846445	0.233158285	0.727015765	0.414979706	0.649139971	0.781329581	0.779917524	0.076208487	0.258310241	0.224320027	0.184198452	0.509721298	0.495499276	0.712583665	0.62422373	0.299909673	0.262405924	0.049389174	0.592896656	0.430952201	0.268121334	0.291931249	0.404142206	0.893920458	0.838782465	0.746321908	0.425876692	0.34581148	0.068642143	0.09692061	0.805812605	0.397779705	0.005415584	0.948354963	0.611316264	0.687547092	0.169277693	0.464917824	0.546813317	0.703221208	0.803634242	0.003114989	0.140697667	0.989403255	0.581282769	0.730716827	0.136291558	0.195186332	0.265042649	0.450061472	0.603017894	0.052376712	0.429064357	0.55974114	0.626142797	0.331169414	0.240822711	0.431527288	0.765932207	0.828587171	0.197191453	0.743507368	0.132118133	0.382845005	0.559227321	0.111123908	0.526209123	0.994228173	0.381914561	0.009181406
330	L	0.875832252	0.281190163	0.463910993	0.954001892	0.252697554	0.520419649	0.700672955	0.442367309	0.610042871	0.904021863	0.885214611	0.951601048	0.4835292	0.148485104	0.397407307	0.667160786	0.450815175	0.050732053	0.474273435	0.427274508	0.089014963	0.244972782	0.103149745	0.569890217	0.905748759	0.949973976	0.118189456	0.677823731	0.770641126	0.008100938	0.772507563	0.80567775	0.946807285	0.616108121	0.138010873	0.277255543	0.267291104	0.132375111	0.226750947	0.091845578	0.723946698	0.919714145	0.814245839	0.609673447	0.057570344	0.911195015	0.974717429	0.144564035	0.833818678	0.408270287	0.867548818	0.61843562	0.326993902	0.345801412	0.891572597	0.279165079	0.580904983	0.245939271	0.010491255	0.169616044	0.066078636	0.786463166	0.00464058	0.245676949	0.370739675	0.423700174	0.019469746	0.608676117	0.057162952	0.375811611	0.542120404	0.925703166	0.467642234	0.746182295	0.966962107	0.681270302	0.229352402	0.751860098	0.456322221	0.665639446	0.189029051	0.095710997	0.389765236	0.058362533	0.897754509	0.413469751	0.26873049	0.744940169	0.532993953	0.824083257	0.234152607	0.107119726	0.184390163	0.430401493	0.368823854	0.022417014
329	L	0.911787446	0.35156659	0.101022324	0.985020843	0.507970033	0.985164102	0.62170592	0.890175173	0.833487308	0.83948907	0.087631419	0.4257078	0.51829899	0.362417979	0.295911933	0.296516097	0.552396415	0.2456309	0.42541842	0.233501078	0.809899417	0.379146581	0.163646046	0.441090756	0.101947843	0.49484682	0.07843229	0.117897068	0.85387502	0.833890902	0.232320799	0.015682822	0.808044431	0.584951745	0.715647452	0.796915214	0.915546847	0.372437045	0.506380319	0.252957444	0.199678407	0.111392766	0.462366365	0.161516245	0.35423584	0.642922606	0.825825435	0.656614856	0.998314356	0.983483045	0.685548534	0.588786704	0.299702419	0.814997289	0.917381496	0.753559317	0.595106632	0.106952834	0.18764847	0.54077755	0.370056965	0.643942443	0.816457857	0.045678152	0.380697928	0.17281024	0.757454585	0.367737107	0.429401936	0.986377973	0.174501074	0.165763484	0.730267227	0.356228382	0.115787079	0.174310606	0.765600548	0.26275881	0.933515063	0.077255085	0.944391195	0.974109873	0.312469482	0.428479905	0.628674998	0.450709434	0.909809529	0.423347773	0.606680788	0.837734992	0.556117138	0.429217472	0.191754189	0.354849855	0.488457746	0.000130041
331	L	0.169198703	0.149841841	0.202620763	0.629873872	0.160820542	0.403925211	0.45384305	0.83232283	0.99110284	0.886139881	0.296474373	0.536613904	0.443267008	0.43073332	0.888832034	0.245563334	0.560333391	0.10837481	0.140097449	0.87638008	0.077045622	0.847761503	0.211041282	0.403523034	0.412604846	0.309459452	0.444669395	0.298262228	0.616341201	0.48298595	0.251631367	0.287449374	0.334698719	0.930535465	0.323156421	0.755026151	0.239542175	0.272785685	0.424199314	0.128929118	0.981867183	0.995903731	0.138864126	0.970158593	0.519372654	0.660045621	0.797622311	0.495223123	0.996057825	0.331512548	0.826608307	0.700704132	0.303481252	0.723357311	0.600500156	0.578086669	0.049319495	0.816295488	0.783688521	0.408265183	0.905223189	0.634018318	0.145242103	0.114238256	0.940118411	0.298109031	0.971193034	0.171241204	0.492715601	0.451917461	0.932821565	0.315927247	0.209561613	0.866714004	0.869530128	0.22193852	0.117809858	0.881672588	0.818620339	0.303187791	0.667660306	0.699262431	0.705273184	0.222430908	0.233073119	0.087569672	0.744616255	0.759549261	0.822171696	0.628816907	0.960535331	0.249439895	0.570006935	0.108273972	0.398115971	0.024965562
839	L	0.191422245	0.782417612	0.520779054	0.295928057	0.663383016	0.586849817	0.301636852	0.607279331	0.469544441	0.210391836	0.755523782	0.849663394	0.945895361	0.668743974	0.030695186	0.171756376	0.748290442	0.981319312	0.176944302	0.236326812	0.918951736	0.280287916	0.112317377	0.538733427	0.337066226	0.824266952	0.371511347	0.824779573	0.222239431	0.726912831	0.823695712	0.081622276	0.701748325	0.069525877	0.887573383	0.717714718	0.972763098	0.564073051	0.570140795	0.535827188	0.551300733	0.378712959	0.955011443	0.166759361	0.809688976	0.933570753	0.524460059	0.344396002	0.874669898	0.972982725	0.310229269	0.478780053	0.746488897	0.323035858	0.425120834	0.485919335	0.53378216	0.46811144	0.748829731	0.110532278	0.363700153	0.463919394	0.42829168	0.527055999	0.418930428	0.791284758	0.370897053	0.773155439	0.340552065	0.761239102	0.933871287	0.613351242	0.2609105	0.219025515	0.185928897	0.604518338	0.213663903	0.23785789	0.289789892	0.280020208	0.805729426	0.717808207	0.422106352	0.833948761	0.399819023	0.612482282	0.849139716	0.313474983	0.124743117	0.208727565	0.607575339	0.302759011	0.553211631	0.79129843	0.538802563	0.656891098
840	L	0.001932603	0.34309036	0.659824026	0.939461205	0.199748308	0.529476471	0.811762361	0.620466392	0.943733748	0.221029672	0.522249232	0.480532626	0.16986755	0.867728189	0.924208981	0.601640656	0.67838207	0.351539258	0.124950638	0.104766686	0.300060426	0.192861087	0.935748043	0.786449895	0.806188283	0.383931867	0.745257367	0.086807243	0.965163983	0.010768133	0.402077125	0.567171444	0.24237408	0.186177127	0.010790637	0.378759746	0.920595401	0.120528385	0.004878241	0.826880516	0.633501227	0.523003989	0.723888777	0.159811889	0.049378728	0.60470808	0.654046775	0.876025122	0.783898248	0.763626165	0.727375247	0.456727018	0.188600489	0.321248068	0.166898475	0.287237101	0.730686886	0.390542649	0.795965708	0.87247578	0.614974152	0.715752331	0.819112557	0.549293126	0.442657363	0.957054407	0.391685748	0.847895363	0.783488094	0.038649034	0.533329327	0.273426535	0.449349567	0.584486104	0.556804109	0.26894873	0.679162776	0.187808557	0.507277923	0.38542877	0.473492934	0.983225961	0.626185918	0.427493622	0.857673981	0.177949939	0.712144041	0.997301784	0.516524384	0.078841788	0.841245038	0.003729754	0.951511292	0.835631828	0.395644466	0.803602924
836	L	0.309112168	0.15395897	0.596063805	0.084755599	0.041632566	0.462461084	0.872950935	0.012387906	0.783912133	0.085792952	0.735859329	0.909227628	0.576285297	0.357740043	0.730286775	0.194534056	0.465327686	0.023037776	0.116669556	0.294563216	0.506168744	0.713908445	0.207769329	0.604927853	0.2080637	0.53579032	0.484301442	0.183919456	0.844310416	0.136812237	0.44597551	0.850853747	0.218169181	0.376091261	0.870803866	0.370497859	0.488153871	0.861040304	0.77137254	0.7942735	0.907298946	0.778403011	0.128354249	0.81100876	0.37201911	0.96152741	0.568755748	0.157148705	0.589343837	0.310597497	0.412697207	0.345911961	0.937087322	0.103932976	0.372048937	0.68446805	0.671670211	0.621164886	0.586947341	0.372301764	0.482655633	0.63743726	0.291357918	0.849819777	0.901602535	0.706006545	0.525556937	0.835384811	0.513249573	0.000234388	0.158923624	0.204352673	0.409122597	0.198065146	0.984317965	0.527112615	0.215081538	0.721108212	0.294828407	0.717858008	0.413349611	0.473699422	0.452220993	0.181166978	0.340084496	0.52755613	0.677050833	0.004323971	0.000793503	0.526299711	0.23890795	0.044804763	0.60531855	0.91481458	0.864036604	0.626275604
835	L	0.679777801	0.12076233	0.817117344	0.182426005	0.706951543	0.603960455	0.016535244	0.334874779	0.150302774	0.937881985	0.477011155	0.965305538	0.21410793	0.883617023	0.737162437	0.526985626	0.406711705	0.180245941	0.820381725	0.47618461	0.530217377	0.959914356	0.452066855	0.434603476	0.538358953	0.87866073	0.216033737	0.764382925	0.181911522	0.600445024	0.541634163	0.414757184	0.203462319	0.571572645	0.752607702	0.079171294	0.524882175	0.233816674	0.825478311	0.256451904	0.258837707	0.380108697	0.122611626	0.831576345	0.567520644	0.803314957	0.066143161	0.225522331	0.957235943	0.169305153	0.63455432	0.305103679	0.775388838	0.036611757	0.930844648	0.856707007	0.080709233	0.018925708	0.254944262	0.648207272	0.851892565	0.439735319	0.726833154	0.011456624	0.267467685	0.099486421	0.198644553	0.371753112	0.212112863	0.81458108	0.540841386	0.337881022	0.290411013	0.782820393	0.331592658	0.242248271	0.785259232	0.97409367	0.912204742	0.957509508	0.234166193	0.275025236	0.316063914	0.654628321	0.850874992	0.306551222	0.708796989	0.064708021	0.814871539	0.986009932	0.896932561	0.054646737	0.113923564	0.258212259	0.605951215	0.234537687
596	L	0.462627884	0.450971605	0.465150152	0.571963529	0.010015338	0.884207177	0.615993573	0.723898245	0.56476047	0.342770943	0.850334125	0.922883516	0.577610381	0.626857375	0.878262451	0.198825673	0.92872289	0.633409775	0.832646582	0.995786714	0.260033037	0.096532808	0.371131779	0.838932879	0.469466206	0.090648421	0.815586938	0.226820513	0.164648762	0.868644061	0.934594982	0.517230757	0.542542094	0.347522982	0.988406089	0.284266071	0.301300574	0.16598004	0.767636152	0.795393169	0.727174836	0.597445866	0.263047156	0.163328757	0.691370736	0.433609617	0.128522786	0.538124142	0.750160554	0.48045401	0.992492529	0.486282575	0.440614495	0.518809621	0.828460186	0.647349265	0.092702986	0.879735401	0.903234743	0.546348835	0.377592406	0.69047615	0.547141752	0.288701335	0.447212847	0.809717532	0.560085367	0.614127763	0.32414243	0.488760087	0.693134857	0.646520905	0.877653517	0.101686827	0.27399352	0.798804874	0.317644586	0.117208667	0.031351785	0.640751453	0.688975606	0.359991615	0.526438109	0.203779158	0.073515167	0.570090845	0.357433944	0.977919367	0.865672191	0.879101349	0.556223172	0.644368689	0.002182369	0.155869143	0.11973776	0.528755566
8517	L	0.237781417	0.915622769	0.36571676	0.820909723	0.826861784	0.768416204	0.484936064	0.929159313	0.639010063	0.140864238	0.066177532	0.556344043	0.220277468	0.613074936	0.175583113	0.695241244	0.761987976	0.124076027	0.934824636	0.255037521	0.499037136	0.679084381	0.415993051	0.406700404	0.582954421	0.731022465	0.657216138	0.722069635	0.683689109	0.445929372	0.592529743	0.760450178	0.208792294	0.974576665	0.775660651	0.428425245	0.651585083	0.888345409	0.969420326	0.29057714	0.130850143	0.786877052	0.773503263	0.333119049	0.007445453	0.504103057	0.815425392	0.727787812	0.026322825	0.911395479	0.17062418	0.373786712	0.275752211	0.748199208	0.707518264	0.377608817	0.659318428	0.986503207	0.013519517	0.902535607	0.781559027	0.802725815	0.770042908	0.821154538	0.4510345	0.16884632	0.701960851	0.074278651	0.052017407	0.464193126	0.250611228	0.62723137	0.9935257	0.749494165	0.931528171	0.108514428	0.516433885	0.785592619	0.119598235	0.587914497	0.066833987	0.935124275	0.301265024	0.800538635	0.987637635	0.426410377	0.039936369	0.190594503	0.389265784	0.366681391	0.719901777	0.869718824	0.920339924	0.030313513	0.075432134	0.941641799
355	L	0.043480955	0.880256335	0.316532831	0.631616455	0.433196242	0.01122308	0.258609092	0.291319344	0.655644027	0.086187182	0.594427743	0.272210885	0.803590356	0.241176282	0.136649002	0.030844651	0.994177733	0.679440266	0.226908473	0.250383421	0.076981881	0.479469062	0.638658807	0.013993212	0.011791331	0.876977952	0.069307163	0.223384378	0.443744227	0.178722372	0.929942714	0.418767805	0.665228331	0.102507923	0.08378894	0.737691932	0.699880497	0.004020828	0.9685157	0.117580408	0.61774832	4.13829E-05	0.058831964	0.783407749	0.47404257	0.534900999	0.440110332	0.656982872	0.541843565	0.646403677	0.449285722	0.598435797	0.665144803	0.735714674	0.918391649	0.374168319	0.221989903	0.534468044	0.593760629	0.222215908	0.977803776	0.022479022	0.975645164	0.770875096	0.999649684	0.351775616	0.853084253	0.244948759	0.635376603	0.682560233	0.511299382	0.018460439	0.15505622	0.012212985	0.550636482	0.633371277	0.300623363	0.816015609	0.428327532	0.535914571	0.050537072	0.36043572	0.759001029	0.971239963	0.682899899	0.952293206	0.176126766	0.088276632	0.445155987	0.590085921	0.217938984	0.923226414	0.104949791	0.4573764	0.564122396	0.147780551
